id,product,no of ratings,avg rating,price
54915,tshirts u speak cream men tshirt apparel topwear casual men cream summer,235,3.9,2575
9651,shirts indigo nation men checks green shirts apparel topwear casual men green fall,366,3.9,2756
8783,shirts indigo nation men bling pc red shirt apparel topwear casual men red fall,370,5,2763
4972,shirts gini jony boys kangaroo green white kidswear apparel topwear casual men green summer,372,3.7,2736
38601,tshirts nike men printed red tshirt apparel topwear casual men red summer,63,3.2,835
59636,sarees fnf sea green collection wedding sari apparel saree ethnic women sea green fall,253,2.7,1743
10857,tshirts wrangler men rider striper polo white tshirts apparel topwear casual men white fall,56,4.9,2209
10259,trousers john miller men reglur black trousers apparel bottomwear formal men black fall,29,3,938
59404,tops tokyo talkies women blue top apparel topwear casual women blue fall,6,3.5,852
3965,tops jealous women white sleeveless top apparel topwear casual women white summer,413,4.5,1383
29773,shirts wrangler men green striped shirt apparel topwear casual men green summer,382,3.9,1348
9463,shirts john miller men white shirt apparel topwear formal men white fall,435,3.9,856
20251,tshirts wrangler men heavy grey tshirt apparel topwear casual men grey fall,289,3.2,1030
14064,tshirts flying machine men pack stripes red blue tshirts apparel topwear casual men red fall,72,4.4,1896
5433,tshirts nike mens speed fury red tshirt apparel topwear casual men red summer,180,3,910
59299,shirts us polo assn men striped blue shirt apparel topwear casual men blue fall,423,4.5,1021
27848,tshirts scullers navy blue tshirt apparel topwear casual women navy blue summer,86,3,478
31111,jeans gini jony boys solid black jeans apparel bottomwear casual boys black summer,272,2.6,1363
13241,jackets palm tree kids boys solid white jackets apparel topwear casual men white fall,346,2.2,494
54586,kurtas sushilas women printed green kurta apparel topwear ethnic women green summer,109,3.9,1124
43531,tops french connection women white top apparel topwear casual women white summer,177,2.5,1366
46271,dresses f blue aline dress apparel dress casual women blue summer,30,2.4,2974
7156,shirts scullers men black check shirt apparel topwear casual men black fall,382,3.3,619
16501,tshirts locomotive men printed brown tshirt apparel topwear casual men brown fall,276,2.8,727
6084,tshirts ucb mens johny collar two tone white tshirt apparel topwear casual men white summer,276,2.7,1772
19549,sweatshirts united colors benetton men solid grey sweatshirt apparel topwear casual men grey fall,121,2.3,1669
31323,kurtas aurelia women printed red kurta apparel topwear ethnic women white summer,78,3.6,1855
57131,tops elle women teal top apparel topwear casual women teal summer,398,2.5,1537
40186,kurtis mumbai slang women pink black kurti apparel topwear ethnic women black summer,166,4.3,632
59897,dresses femella women yellow dress apparel dress casual women yellow fall,59,3.7,1419
11724,shirts lee women check red shirts apparel topwear casual women red fall,128,3.2,233
52443,nightdress red rose white green nightdress apparel loungewear nightwear casual women green winter,301,3.7,638
34235,tshirts proline men creamcoloured polo tshirt apparel topwear casual men cream summer,196,4.9,764
7532,tshirts nike mens encourage blue tshirt apparel topwear sports men blue summer,494,5,2622
22350,shirts john players men check blue shirt apparel topwear casual men blue fall,310,3.7,805
2040,tshirts adidas mens fire white polo tshirt apparel topwear casual men white fall,171,3.6,2529
13417,shirts united colors benetton men solid blue shirts apparel topwear casual men blue summer,147,2,1504
27622,trousers scullers men grey trousers apparel bottomwear casual men grey summer,472,3.5,2078
3192,tshirts tantra mens prism black tshirt apparel topwear casual men black summer,289,3.6,953
11340,jeans lee men blue chicago fit jeans apparel bottomwear casual men blue summer,118,3.5,2680
52027,rain jacket natural unisex navy blue rain jacket apparel topwear nan unisex navy blue summer,169,4.8,2830
36562,tshirts jack jones men dino white tshirt apparel topwear casual men white summer,174,4.2,1759
11172,sweaters scullers men stripes red sweaters apparel topwear casual men red fall,380,2.3,2174
39718,tops arrow woman beige top apparel topwear casual women beige summer,314,3.1,1526
41602,shirts basics men navy shirt apparel topwear casual men navy blue summer,247,4.4,850
33222,tunics sepia women brown tunic apparel topwear casual women brown summer,49,2.2,1022
36750,dresses little miss girls chatterbox navy blue dress apparel dress casual girls navy blue summer,487,4.9,1078
34007,tops gini jony girls pink top apparel topwear casual girls pink summer,427,3,903
17285,tshirts us polo assn men solid black polo tshirt apparel topwear casual men black fall,182,3.7,1313
28458,capris urban yoga women blue capris apparel bottomwear sports women blue summer,295,4.8,500
16357,shirts peter england men stripes blue shirt apparel topwear formal men blue fall,487,3.9,2497
7700,tops jealous womens girls dying jealousy pink top apparel topwear casual women pink fall,412,3.8,1794
27410,lounge pants jockey women assorted lounge pants apparel loungewear nightwear casual women multi summer,140,4,577
2272,tshirts nike mens blue polo tshirt apparel topwear sports men blue fall,22,3.7,398
8748,shirts indigo nation men plain orange shirts apparel topwear casual men orange fall,225,4.4,1647
16191,tshirts puma men graphic white tshirt apparel topwear casual men white fall,144,2.5,1320
12531,sweatshirts puma women solid pink sweatshirts apparel topwear casual women pink fall,42,4,1863
42241,tops sepia women purple top apparel topwear casual women purple summer,155,3.6,1220
24053,tshirts locomotive men printed charcoal tshirt apparel topwear casual men charcoal fall,44,2.7,2673
10054,tshirts reebok kids kkr boys premium blue jerseys apparel topwear sports boys blue summer,283,2.4,1069
59609,sarees fnf khaki collection wedding sari apparel saree ethnic women khaki fall,104,4.6,2167
17271,tshirts us polo assn men stripes dkgrey polo tshirt apparel topwear casual men grey fall,426,4.6,243
23044,leggings arrow woman brown jeggings apparel bottomwear casual women brown fall,171,3.8,2494
51464,tops tonga women olive top apparel topwear casual women olive summer,127,3,2221
30453,jeans deni yo men white jeans apparel bottomwear casual men white summer,458,3.5,2603
2286,sweatshirts nike men black sweatshirt apparel topwear sports men black fall,402,2.1,2833
31581,tshirts mark taylor men printed blue tshirt apparel topwear casual men blue summer,387,4.9,972
3354,tshirts myntra mens give percent work white tshirt apparel topwear casual men white summer,318,2,1685
24605,kurta sets vishudh women pink churidar kurta dupatta apparel apparel set ethnic women pink fall,84,3.1,432
10430,shirts flying machine men ydc blue shirts apparel topwear casual men blue fall,240,4.8,1740
56225,night suits sdl sweet dreams men black grey pyjama set apparel loungewear nightwear casual men black summer,370,4.3,737
39388,jeans peter england men black jeans apparel bottomwear casual men black summer,6,2.2,505
14090,tshirts flying machine men stripes blue polo tshirts apparel topwear casual men blue fall,50,4.1,1247
37212,shirts united colors benetton men pink shirt apparel topwear casual men pink summer,193,3,961
6242,tshirts lee womens rihana purple tshirt apparel topwear casual women purple summer,43,3.8,2070
17615,tshirts doodle boys living upto white tshirt apparel topwear casual boys white fall,338,2.7,2413
3730,tshirts csk mens fangear yellow jersey apparel topwear sports men yellow summer,307,3.3,1849
26152,trousers john miller men striped grey trousers apparel bottomwear formal men grey summer,385,2,2117
12367,shirts reid taylor men white shirt apparel topwear formal men white fall,240,2.2,2844
54572,kurtas sushilas women multi coloured kurta apparel topwear ethnic women pink summer,102,3.3,830
46285,dresses f women multi coloured dress apparel dress casual women multi summer,139,4.3,1542
51232,kurtas satya paul women green printed kaftan apparel topwear ethnic women green fall,207,4.2,547
9804,shirts john miller men black checks shirts apparel topwear formal men black fall,443,4.4,1428
6070,tshirts ucb womens young pigment blue tshirt apparel topwear casual women blue summer,263,2.3,2482
26360,tshirts arrow woman grey tshirt apparel topwear casual women grey summer,212,3.6,2107
12155,leggings aurelia women solid beige leggings apparel bottomwear ethnic women beige fall,111,2.5,568
3502,tshirts adidas womens black tshirt apparel topwear sports women black fall,176,3.3,1174
10602,tshirts nike men football soccer red jerseys apparel topwear sports men red fall,68,2.4,1117
20097,kurtas diva women printed white kurta apparel topwear ethnic women white fall,432,2.3,2259
15370,sweatshirts urban yoga women solid pink sweatshirts apparel topwear casual women pink fall,283,4.2,552
21145,shirts soliver women printed black shirt apparel topwear casual women black fall,360,4.6,505
4727,tshirts disney kids boys regatta annual blue teen kidswear apparel topwear casual boys blue summer,404,3,2692
1609,sweatshirts reebok women boatneck wildberry sweatshirt apparel topwear sports women pink fall,17,4.2,2477
59403,tshirts tokyo talkies women white tshirt apparel topwear casual women white fall,355,3.5,921
29774,shirts wrangler men purple striped shirt apparel topwear casual men purple summer,187,3.1,2215
3962,tops jealous women black shimmery falling neck top apparel topwear casual women black summer,194,4.4,1221
9464,shirts john miller men white shirt apparel topwear formal men white fall,175,3.6,2591
17249,tshirts us polo assn men printed limoges blue tshirt apparel topwear casual men blue fall,132,3.8,1690
29546,tshirts classic polo men black tshirt apparel topwear casual men black summer,268,4.6,2940
9656,shirts indigo nation men bling technification red black shirts apparel topwear casual men maroon fall,79,3.9,845
18201,jackets nike men casual olive jacket apparel topwear casual men olive fall,167,4,2300
4975,tshirts gini jony boys kent pack tee kidswear apparel topwear casual men red summer,414,3.2,2085
38606,tshirts nike men printed boxed white tshirt apparel topwear casual men white summer,412,4,2708
59631,sarees fnf red gold collection wedding sari apparel saree ethnic women red fall,247,3.2,520
10850,tshirts wrangler men famous filafil blue tshirts apparel topwear casual men blue fall,445,4.6,2306
26956,tops jealous women black top apparel topwear casual women black summer,182,3.4,722
30833,kurtas fabindia women beige kurta apparel topwear ethnic women beige summer,49,3.4,1258
27884,shirts scullers blue shirt apparel topwear formal women blue summer,243,4.5,1073
3708,tshirts classic polo mens navy grey stripe tshirt apparel topwear casual men navy blue summer,290,2.6,1683
10408,tops united colors benetton women solid black tops apparel topwear casual women black fall,137,2.1,674
